Company;Market Value;Revenue;Profits;Assets;Rank;Sector;Industry;Continent;Country;Headquarters;State;CEO;Forbes Webpage
Givaudan;18,07;4,565;0,6595;6,276;1158;Consumer Staples;Household/Personal Care;Europe;Switzerland;Switzerland;;Gilles Andrier;http://www.forbes.com/companies/givaudan/
Kintetsu;8,016;10,037;0,2976;16,133;1158;Industrials;Railroads;Asia;Japan;Japan;;Tetsuya Kobayashi;http://www.forbes.com/companies/kintetsu/
Idemitsu Kosan;3,396;31,786;-0,8948;21,612;1160;Energy;Oil & Gas Operations;Asia;Japan;Japan;;Kazuhisa Nakano;http://www.forbes.com/companies/idemitsu-kosan/
First Financial Holding;5,569;1,821;0,5041;76,113;1161;Financials;Regional Banks;Asia;Taiwan;Taiwan;;M Jeng;http://www.forbes.com/companies/first-financial-holding/
Fortescue Metals Group;8,083;7,04;0,3179;20,372;1161;Materials;Iron & Steel;Australia;Australia;Australia;;Neville Power;http://www.forbes.com/companies/fortescue-metals-group/
Shin Kong Financial;2,007;8,83;0,182;90,2;1161;Financials;Life & Health Insurance;Asia;Taiwan;Taiwan;;Tung Wu;http://www.forbes.com/companies/shin-kong-financial/
Shenzhen Overseas;8,568;4,116;0,7154;16,225;1164;Consumer Discretionary;Hotels & Motels;Asia;China;China;;Ping Liu;http://www.forbes.com/companies/shenzhen-overseas/
Lixil Group;6,805;14,949;-0,0539;18,419;1165;Materials;Construction Materials;Asia;Japan;Japan;;Yoshiaki Fujimori;http://www.forbes.com/companies/lixil-group/
Community Health Systems;2,371;19,437;0,163;26,861;1166;Health Care;Healthcare Services;North America;United States;Tennessee;Tennessee;Wayne Smith;http://www.forbes.com/companies/community-health-sys/
China Cosco Holdings;8,07;9,143;0,0504;22,821;1167;Industrials;Other Transportation;Asia;China;China;;Li Jiang;http://www.forbes.com/companies/china-cosco-holdings/
NRG Energy;4,486;15,013;-6,382;32,882;1167;Utilities;Electric Utilities;North America;United States;New Jersey;New Jersey;Mauricio Gutierrez;http://www.forbes.com/companies/nrg-energy/
Autoliv;9,938;9,17;0,4568;7,526;1169;Consumer Discretionary;Auto & Truck Parts;Europe;Sweden;Sweden;;Jan Carlson;http://www.forbes.com/companies/autoliv/
Electronic Arts;20,374;4,292;0,652;6,47;1170;Consumer Discretionary;Recreational Products;North America;United States;California;California;Andrew Wilson;http://www.forbes.com/companies/electronic-arts/
American Water Works;12,32;3,159;0,4759;17,241;1171;Utilities;Diversified Utilities;North America;United States;New Jersey;New Jersey;Susan Story;http://www.forbes.com/companies/american-water-works/
Perrigo;17,378;5,35;-0,0329;19,394;1172;Health Care;Pharmaceuticals;Europe;Ireland;Ireland;;John Hendrickson;http://www.forbes.com/companies/perrigo/
Roper Industries;18,053;3,582;0,6961;10,168;1172;Industrials;Other Industrial Equipment;North America;United States;Florida;Florida;Brian Jellison;http://www.forbes.com/companies/roper-inds/
Noble Group;2,245;66,589;-1,7428;17,196;1174;Industrials;Conglomerates;Asia;Hong Kong;Hong Kong;;Yusuf Alireza;http://www.forbes.com/companies/noble-group/
BorgWarner;8,397;8,024;0,6097;8,842;1175;Consumer Discretionary;Auto & Truck Parts;North America;United States;Michigan;Michigan;James Verrier;http://www.forbes.com/companies/borgwarner/
Zijin Mining Group;9,706;11,715;0,2658;12,923;1175;Materials;Diversified Metals & Mining;Asia;China;China;;Jing Chen;http://www.forbes.com/companies/zijin-mining-group/
Qatar Islamic Bank;6,513;1,042;0,5552;36,083;1177;Financials;Regional Banks;Asia;Qatar;Qatar;;Bassel Mohamed Ali;http://www.forbes.com/companies/qatar-islamic-bank/
Tata Steel;5,164;18,718;-0,8585;25,158;1178;Materials;Iron & Steel;Asia;India;India;;Cyrus Mistry;http://www.forbes.com/companies/tata-steel/
Wuliangye Yibin;15,668;3,162;0,9827;8,092;1179;Consumer Staples;Beverages;Asia;China;China;;Lin Chen;http://www.forbes.com/companies/wuliangye-yibin/
Alaska Air Group;9,518;5,598;0,848;6,533;1180;Industrials;Airline;North America;United States;Washington;Washington;Bradley Tilden;http://www.forbes.com/companies/alaska-air-group/
Uniqa;2,2;7,282;0,3671;34,994;1181;Financials;Diversified Insurance;Europe;Austria;Austria;;Andreas Brandstetter;http://www.forbes.com/companies/uniqa/
Hoya;15,949;4,225;0,7714;5,833;1182;Information Technology;Electronics;Asia;Japan;Japan;;Hiroshi Suzuki;http://www.forbes.com/companies/hoya/
Popular;3,113;2,145;0,8953;35,77;1183;Financials;Regional Banks;North America;United States;;;Richard Carrión Rexach;http://www.forbes.com/companies/popular/
Industrial Securities;8,705;2,481;0,663;17,528;1184;Financials;Investment Services;Asia;China;China;;Rong Lan;http://www.forbes.com/companies/industrial-securities/
Oriental Land;25,737;3,871;0,6155;6,454;1185;Consumer Discretionary;Hotels & Motels;Asia;Japan;Japan;;Toshio Kagami;http://www.forbes.com/companies/oriental-land/
Doosan;1,972;16,777;-0,3457;26,913;1186;Industrials;Construction Services;Asia;South Korea;South Korea;;Jung-Won Park,;http://www.forbes.com/companies/doosan/
Brenntag;8,819;11,473;0,4048;7,71;1187;Materials;Specialized Chemicals;Europe;Germany;Germany;;Steven Holland;http://www.forbes.com/companies/brenntag/
Vienna Insurance Group;2,914;10,396;0,108;48,183;1188;Financials;Diversified Insurance;Europe;Austria;Austria;;Elisabeth Stadler;http://www.forbes.com/companies/vienna-insurance-group/
Banco Popolare;2,542;3,9;0,4769;130,91;1189;Financials;Regional Banks;Europe;Italy;Italy;;Pier Saviotti;http://www.forbes.com/companies/banco-popolare/
CA;12,578;4,039;0,752;10,857;1190;Information Technology;Software & Programming;North America;United States;New York;New York;Michael Gregoire;http://www.forbes.com/companies/ca/
Renesas Electronics;10,095;5,846;0,7025;7,172;1191;Information Technology;Semiconductors;Asia;Japan;Japan;;Takao Endo;http://www.forbes.com/companies/renesas-electronics/
CenterPoint Energy;8,961;7,433;-0,692;21,899;1192;Utilities;Electric Utilities;North America;United States;Texas;Texas;Scott Prochazka;http://www.forbes.com/companies/centerpoint-energy/
E-Trade Financial;7,307;1,551;0,381;47,943;1193;Financials;Investment Services;North America;United States;New York;New York;Paul Idzik;http://www.forbes.com/companies/e-trade-financial/
Top Frontier Investment Holdings;1,149;14,887;0,0038;29,108;1194;;;Asia;Philippines;Philippines;;Ramon Ang;http://www.forbes.com/companies/top-frontier-investment-holdings/
Paychex;18,824;2,89;0,7399;7,068;1195;Consumer Discretionary;Business & Personal Services;North America;United States;New York;New York;Martin Mucci;http://www.forbes.com/companies/paychex/
Vedanta Resources;1,658;12,12;-2,1068;36,407;1196;Materials;Diversified Metals & Mining;Europe;United Kingdom;United Kingdom;;Tom Albanese;http://www.forbes.com/companies/vedanta-resources/
Restaurant Brands International;9,212;4,051;0,5129;18,408;1197;Consumer Discretionary;Restaurants;North America;Canada;Canada;;Daniel Schwartz;http://www.forbes.com/companies/restaurant-brands-international/
Caesars Entertainment;1,073;4,654;5,92;12,195;1198;Consumer Discretionary;Casinos & Gaming;North America;United States;Nevada;Nevada;Mark Frissora;http://www.forbes.com/companies/caesars-entertainment/
ITV;13,146;4,541;0,7563;4,529;1198;Consumer Discretionary;Broadcasting & Cable;Europe;United Kingdom;United Kingdom;;Adam Crozier;http://www.forbes.com/companies/itv/
GS Holdings;4,679;10,869;0,4349;16,224;1200;Energy;Oil & Gas Operations;Asia;South Korea;South Korea;;Chang-Soo Huh,;http://www.forbes.com/companies/gs-holdings/
Hyundai Engineering;3,846;16,895;0,3251;16,595;1201;Industrials;Construction Services;Asia;South Korea;South Korea;;Soo-Hyun Jung;http://www.forbes.com/companies/hyundai-engineering/
Jiangxi Copper;6,259;29,392;0,1046;13,822;1201;Materials;Diversified Metals & Mining;Asia;China;China;;Yi Li;http://www.forbes.com/companies/jiangxi-copper/
Shinsei Bank;4;2,264;0,5256;77,556;1203;Financials;Regional Banks;Asia;Japan;Japan;;Shigeki Toma;http://www.forbes.com/companies/shinsei-bank/
China Hongqiao Group;5,307;7,022;0,5837;16,391;1204;Materials;Aluminum;Asia;China;China;;Bo Zhang;http://www.forbes.com/companies/china-hongqiao-group/
Banca Mediolanum;5,93;1,879;0,4864;48,493;1205;Financials;Life & Health Insurance;Europe;Italy;Italy;;Massimo Doris;http://www.forbes.com/companies/banca-mediolanum/
Banco Popular Espanol;6,218;5,206;0,1169;172,341;1206;Financials;Regional Banks;Europe;Spain;Spain;;Francisco Martín;http://www.forbes.com/companies/banco-popular-espanol/
Grifols;13,642;4,363;0,5901;10,43;1207;Health Care;Biotechs;Europe;Spain;Spain;;Víctor Roura;http://www.forbes.com/companies/grifols/
Rockwell Collins;11,719;5,157;0,668;7,541;1208;Industrials;Aerospace & Defense;North America;United States;Iowa;Iowa;Robert Ortberg;http://www.forbes.com/companies/rockwell-collins/
Tenet Healthcare;3,232;18,638;-0,14;23,682;1208;Health Care;Healthcare Services;North America;United States;Texas;Texas;Trevor Fetter;http://www.forbes.com/companies/tenet-healthcare/
Intuitive Surgical;24,288;2,384;0,5888;4,907;1210;Health Care;Medical Equipment & Supplies;North America;United States;California;California;Gary Guthart;http://www.forbes.com/companies/intuitive-surgical/
Cerner;19,77;4,425;0,5394;5,562;1211;Health Care;Healthcare Services;North America;United States;Missouri;Missouri;Neal Patterson;http://www.forbes.com/companies/cerner/
Masraf Al Rayan;7,168;0,696;0,5767;24,014;1212;Financials;Regional Banks;Asia;Qatar;Qatar;;Adel Mustafawi;http://www.forbes.com/companies/masraf-al-rayan/
SKF Group;8,257;9,008;0,4599;9,458;1213;Industrials;Other Industrial Equipment;Europe;Sweden;Sweden;;Alrik Danielson;http://www.forbes.com/companies/skf-group/
Antero Resources;7,96;2,43;0,9414;14,155;1214;;;North America;United States;Colorado;Colorado;Paul Rady;http://www.forbes.com/companies/antero-resources/
Starwood Hotels;13,394;5,765;0,489;8,268;1214;Consumer Discretionary;Hotels & Motels;North America;United States;Connecticut;Connecticut;Thomas Mangas;http://www.forbes.com/companies/starwood-hotels/
KT&G;14,811;3,566;0,8742;7,591;1216;Consumer Staples;Tobacco;Asia;South Korea;South Korea;;Bok-In Baek;http://www.forbes.com/companies/ktg/
Brown-Forman;19,259;3,047;0,686;4,333;1217;Consumer Staples;Beverages;North America;United States;Kentucky;Kentucky;Paul Varga;http://www.forbes.com/companies/brown-forman/
Shizuoka Bank;5,409;1,75;0,4387;92,096;1217;Financials;Regional Banks;Asia;Japan;Japan;;Katsunori Nakanishi;http://www.forbes.com/companies/shizuoka-bank/
Severstal;10,363;6,345;0,5458;6,018;1219;Materials;Iron & Steel;Asia;Russia;Russia;;Vadim Larin;http://www.forbes.com/companies/severstal/
Dangote Cement;13,786;2,483;0,9341;5,581;1220;Materials;Construction Materials;Africa;Nigeria;Nigeria;;Onne der Weijde;http://www.forbes.com/companies/dangote-cement/
Jiangsu Yanghe Brewery;15,513;2,539;0,8012;5,02;1220;Consumer Staples;Beverages;Asia;China;China;;Shoubing Wang;http://www.forbes.com/companies/jiangsu-yanghe-brewery/
Skyworks Solutions;13,594;3,38;0,9584;3,93;1222;Information Technology;Semiconductors;North America;United States;Massachusetts;Massachusetts;Liam Griffin;http://www.forbes.com/companies/skyworks-solutions/
Julius Baer Group;9,371;3,157;0,1259;84,031;1223;Financials;Regional Banks;Europe;Switzerland;Switzerland;;Boris Collardi;http://www.forbes.com/companies/julius-baer-group/
Ayala Corporation;10,462;3,822;0,4893;16,916;1224;Industrials;Conglomerates;Asia;Philippines;Philippines;;Jaime Zobel de Ayala;http://www.forbes.com/companies/ayala/
CJ Corp;5,401;18,702;0,1818;20,095;1225;Consumer Staples;Food Processing;Asia;South Korea;South Korea;;Chae-Wook Lee;http://www.forbes.com/companies/cj-corp/
Hebei Iron & Steel;5,25;13,441;0,1132;26,675;1226;Materials;Iron & Steel;Asia;China;China;;Gui Li;http://www.forbes.com/companies/hebei-iron-steel/
Chiba Bank;4,83;1,708;0,4498;117,33;1227;Financials;Regional Banks;Asia;Japan;Japan;;Hidetoshi Sakuma;http://www.forbes.com/companies/chiba-bank/
Bombardier;3,037;18,174;-5,4955;22,903;1228;Industrials;Aerospace & Defense;North America;Canada;Canada;;Alain Bellemare;http://www.forbes.com/companies/bombardier/
Hindalco Industries;3,133;16,934;0,1397;23,492;1228;Materials;Aluminum;Asia;India;India;;Debnarayan Bhattacharya;http://www.forbes.com/companies/hindalco-industries/
Monster Beverage;24,957;2,723;0,5467;5,675;1228;Consumer Staples;Beverages;North America;United States;California;California;Rodney Sacks;http://www.forbes.com/companies/monster-beverage/
Global Logistic Properties;6,822;0,777;0,6478;22,465;1231;Financials;Real Estate;Asia;Singapore;Singapore;;Ming Mei;http://www.forbes.com/companies/global-logistic-properties/
Rural Electrification;2,546;3,361;0,8741;30,168;1232;Utilities;Electric Utilities;Asia;India;India;;Rajeev Sharma,;http://www.forbes.com/companies/rural-electrification/
Sun Art Retail Group;6,974;15,353;0,3896;8,548;1233;Consumer Staples;Food Retail;Asia;Hong Kong;Hong Kong;;Bruno Mercier;http://www.forbes.com/companies/sun-art-retail-group/
Analog Devices;18,13;3,433;0,6826;7,598;1234;Information Technology;Semiconductors;North America;United States;Massachusetts;Massachusetts;Vincent Roche;http://www.forbes.com/companies/analog-devices/
Red Eléctrica;11,751;2,15;0,672;11,513;1235;Utilities;Electric Utilities;Europe;Spain;Spain;;Juan Lasala Bernad;http://www.forbes.com/companies/red-electrica/
Sojitz;2,615;14,05;0,3145;18,067;1236;Industrials;Trading Companies;Asia;Japan;Japan;;Yoji Sato;http://www.forbes.com/companies/sojitz/
Signature Bank;7,526;1,208;0,3937;34,898;1237;Financials;Regional Banks;North America;United States;New York;New York;Joseph Depaolo;http://www.forbes.com/companies/signature-bank/
Bunzl;9,996;9,915;0,3555;5,429;1238;Consumer Discretionary;Business & Personal Services;Europe;United Kingdom;United Kingdom;;Frank van Zanten;http://www.forbes.com/companies/bunzl/
Foot Locker;8,221;7,412;0,541;3,775;1239;Consumer Discretionary;Apparel/Footwear Retail;North America;United States;New York;New York;Richard Johnson;http://www.forbes.com/companies/foot-locker/
Manpower;5,852;19,375;0,4252;7,548;1239;Consumer Discretionary;Business & Personal Services;North America;United States;Wisconsin;Wisconsin;Jonas Prising;http://www.forbes.com/companies/manpower/
Amorepacific;20,751;4,212;0,5103;3,789;1241;Consumer Staples;Household/Personal Care;Asia;South Korea;South Korea;;Sang-Bae Shim;http://www.forbes.com/companies/amorepacific/
BPI;7,586;1,604;0,4005;32,239;1242;Financials;Regional Banks;Asia;Philippines;Philippines;;Cezar Consing;http://www.forbes.com/companies/bpi/
Norsk Hydro;8,521;10,864;0,2502;13,845;1243;Materials;Aluminum;Europe;Norway;Norway;;Svein Brandtzæg;http://www.forbes.com/companies/norsk-hydro/
Barratt Developments;7,425;6,201;0,796;8,683;1244;Industrials;Construction Services;Europe;United Kingdom;United Kingdom;;Mark Clare;http://www.forbes.com/companies/barratt-developments/
Tractor Supply;12,592;6,363;0,42;2,565;1245;Consumer Discretionary;Specialty Stores;North America;United States;Tennessee;Tennessee;Gregory Sandfort;http://www.forbes.com/companies/tractor-supply/
Genting;8,994;4,63;0,355;20,83;1246;Consumer Discretionary;Casinos & Gaming;Asia;Malaysia;Malaysia;;Kok Lim;http://www.forbes.com/companies/genting/
Starwood Property Trust;4,511;0,757;0,4473;85,738;1247;;;North America;United States;Connecticut;Connecticut;Barry Sternlicht;http://www.forbes.com/companies/starwood-property-trust/
Eletrobrás;3,277;9,756;-4,3234;37,825;1248;Utilities;Electric Utilities;South America;Brazil;Brazil;;José Carvalho Neto;http://www.forbes.com/companies/eletrobras/
CDW;6,984;12,989;0,4031;6,755;1249;;;North America;United States;Illinois;Illinois;Thomas Richards;http://www.forbes.com/companies/cdw/
Ezdan Holding Group;14,372;0,505;0,4564;12,887;1250;Financials;Real Estate;Asia;Qatar;Qatar;;Ali Suleiman Al-Obaidli;http://www.forbes.com/companies/ezdan-holding-group/
L-3 Communications;9,615;11,194;-0,24;12,085;1251;Industrials;Aerospace & Defense;North America;United States;New York;New York;Michael Strianese;http://www.forbes.com/companies/l-3-communications/
Wyndham Worldwide;8,537;5,535;0,611;10,153;1252;Consumer Discretionary;Hotels & Motels;North America;United States;New Jersey;New Jersey;Stephen Holmes;http://www.forbes.com/companies/wyndham-worldwide/
Mead Johnson Nutrition;15,66;4,071;0,652;3,998;1253;Consumer Staples;Household/Personal Care;North America;United States;Illinois;Illinois;Peter Jakobsen;http://www.forbes.com/companies/mead-johnson-nutrition/
Colruyt;8,456;10,361;0,3798;4,354;1254;Consumer Staples;Food Retail;Europe;Belgium;Belgium;;Jef Colruyt;http://www.forbes.com/companies/colruyt/
UC Rusal;5,504;8,68;0,5583;11,855;1255;Materials;Aluminum;Asia;Russia;Russia;;Vladislav Soloviev;http://www.forbes.com/companies/uc-rusal/
Century Tokyo Leasing;3,81;7,489;0,3369;27,373;1256;Financials;Rental & Leasing;Asia;Japan;Japan;;Toshihito Tamba;http://www.forbes.com/companies/century-tokyo-leasing/
Hainan Airlines;5,842;5,587;0,4785;19,308;1257;Industrials;Airline;Asia;China;China;;Ming Hu;http://www.forbes.com/companies/hainan-airlines/
LKQ;10,187;7,193;0,4232;5,648;1258;Consumer Discretionary;Auto & Truck Parts;North America;United States;Illinois;Illinois;Robert Wagman;http://www.forbes.com/companies/lkq/
Chow Tai Fook Jewellery;7,13;8,135;0,5572;7,715;1259;Consumer Discretionary;Apparel/Accessories;Asia;Hong Kong;Hong Kong;;Siu Wong;http://www.forbes.com/companies/chow-tai-fook-jewellery/
